name,content,price
HP 17s-cu2024TU,"노트북/운영체제(OS): 미포함(프리도스)/용도: 사무/인강용/
화면정보 43.9cm(17.3인치)/1920x1080(FHD)/300nit/
CPU 인텔/코어i3-12세대/i3-1215U (1.2GHz)/헥사코어(2P+4E)/
램 DDR4/램 용량: 8GB/3200MHz/
그래픽 내장그래픽/UHD Graphics/
저장장치 M.2(NVMe)/256GB/
네트워크 무선랜: 802.11ac(Wi-Fi 5)/
영상입출력 HDMI/웹캠(HD)/
단자 USB-C: 1개/USB-A: 2개/
파워 배터리: 41Wh/전원: DC/
주요제원 두께: 19.9mm/무게: 2.38kg/색상: 실버","522,780"
HP 오멘 16-wf0156TX,"노트북/운영체제(OS): 윈도우11홈/용도: 게임용, 그래픽작업용/
화면정보 40.9cm(16.1인치)/2560x1440(QHD)/300nit/주사율: 240Hz/
CPU 인텔/코어i5-13세대/i5-13500HX (2.5GHz)/14코어(6P+8E)/
램 DDR5/램 용량: 32GB/4800MHz/램 교체: 가능/
그래픽 외장그래픽/RTX4060/TGP: 140W/VRAM:8GB/논 옵티머스/
저장장치 M.2(NVMe)/512GB/저장 슬롯: 2개/
네트워크 무선랜: 802.11ax(Wi-Fi 6E)/유선랜: 기가비트/
영상입출력 HDMI 2.1/DP Alt Mode/웹캠(FHD)/
단자 썬더볼트4: 2개(USB-C겸용)/USB-A: 2개/
파워 배터리: 83Wh/어댑터: 280W/전원: DC/
주요제원 두께: 23.5mm/무게: 2.35kg/쿨링팬: 2개/색상: 블랙","1,777,970"
HP 빅터스 16-r1036TX,"노트북/운영체제(OS): 미포함(프리도스)/용도: 게임용, 그래픽작업용/
화면정보 40.9cm(16.1인치)/1920x1080(FHD)/300nit/주사율: 165Hz/
CPU 인텔/코어i7-14세대/i7-14700HX (5.5GHz)/20코어(8P+12E)/
램 DDR5/램 용량: 16GB/5600MHz/램 교체: 가능/
그래픽 외장그래픽/RTX4060/TGP: 120W/VRAM:8GB/MUX 스위치/
저장장치 M.2(NVMe)/512GB/
네트워크 무선랜: 802.11ax(Wi-Fi 6E)/유선랜: 기가비트/
영상입출력 HDMI 2.1/DP Alt Mode/웹캠(FHD)/
단자 USB-C: 1개/USB-A: 3개/
파워 배터리: 70Wh/어댑터: 200W/전원: USB-PD(+DC)/
주요제원 두께: 22.9mm/무게: 2.31kg/쿨링팬: 2개/색상: 다크실버","1,659,000"
HP 255 G10 9F186PT,"노트북/운영체제(OS): 미포함(프리도스)/용도: 사무/인강용/
화면정보 39.6cm(15.6인치)/1920x1080(FHD)/250nit/
CPU AMD/라이젠5(Zen3)/7530U (2.0Hz)/헥사(6)코어/
램 DDR4/램 용량: 8GB/3200MHz/램 교체: 가능/
그래픽 내장그래픽/Radeon Graphics/
저장장치 M.2(NVMe)/256GB/
네트워크 무선랜: 802.11ax(Wi-Fi 6)/
영상입출력 HDMI/웹캠(FHD)/
단자 USB-C: 1개/USB-A: 2개/
파워 배터리: 41Wh/어댑터: 45W/전원: DC/최대12시간/
주요제원 두께: 18.6mm/무게: 1.52kg/색상: 실버","429,030"
HP 엔비 x360 14-fa0040AU,"AI 노트북/운영체제(OS): 윈도우11홈/용도: 사무/인강용, 휴대용/
화면정보 35.6cm(14인치)/2880x1800(WQXGA+)/400nit/주사율: 120Hz/
CPU AMD/라이젠7(Zen4)/8840HS (3.3GHz)/옥타(8)코어/
NPU AMD 라이젠 AI/16TOPS/
램 LPDDR5(온보드)/램 용량: 32GB/6400MHz/램 교체: 불가능/
그래픽 내장그래픽/Radeon 780M/12core/
저장장치 M.2(NVMe)/1TB/
네트워크 무선랜: 802.11ax(Wi-Fi 6E)/
영상입출력 HDMI 2.1/DP Alt Mode/웹캠/
단자 USB-C: 2개/USB-A: 2개/
파워 배터리: 59Wh/어댑터: 65W/전원: USB-PD/최대11시간15분/
주요제원 두께: 16.9mm/무게: 1.39kg/색상: 실버","1,349,000"
HP 엘리트북 1040 G11 A59N8PA,"AI 노트북/운영체제(OS): 윈도우11홈/용도: 사무/인강용, 휴대용/
화면정보 35.6cm(14인치)/1920x1200(WUXGA)/400nit/주사율: 60Hz/
CPU 인텔/코어 울트라5/125H (4.5GHz)/14코어(4P+8E+2LE)/
NPU 인텔 AI Boost/11TOPS/
램 LPDDR5x(온보드)/램 용량: 16GB/7500MHz/램 교체: 불가능/
그래픽 내장그래픽/Arc/7core/
저장장치 M.2(NVMe)/512GB/
네트워크 무선랜: 802.11ax(Wi-Fi 6E)/
영상입출력 HDMI 2.1/DP Alt Mode/웹캠/
단자 썬더볼트4: 2개(USB-C겸용)/USB-C: 1개/USB-A: 1개/
파워 배터리: 56Wh/어댑터: 65W/전원: USB-PD/
주요제원 두께: 14.9mm/무게: 1.18kg/색상: 실버","1,498,000"
HP 255 G9 9S0X6AT,"노트북/운영체제(OS): 미포함(프리도스)/용도: 사무/인강용/
화면정보 39.6cm(15.6인치)/1920x1080(FHD)/
CPU AMD/라이젠5-4세대/5625U (2.3GHz)/헥사(6)코어/
램 DDR4/램 용량: 8GB/램 교체: 가능/
그래픽 내장그래픽/Radeon Graphics/
저장장치 M.2(NVMe)/256GB/
네트워크 무선랜: 802.11ax(Wi-Fi 6)/유선랜: 기가비트/
영상입출력 HDMI/웹캠(HD)/
단자 USB-C: 1개/USB-A: 2개/SD카드/
파워 배터리: 41Wh/어댑터: 45W/전원: DC/최대10시간/
주요제원 두께: 19.9mm/무게: 1.74kg/색상: 실버","407,520"
HP 오멘 16 슬림 u0038TX 64GB램,"노트북/운영체제(OS): 윈도우11홈/용도: 게임용, 그래픽작업용/
화면정보 40.6cm(16인치)/2560x1600(WQXGA)/400nit/주사율: 240Hz/
CPU 인텔/코어i7-13세대/i7-13700HX (2.1GHz)/16코어(8P+8E)/
램 DDR5/램 용량: 64GB/4800MHz/램 교체: 가능/
그래픽 외장그래픽/RTX4060/TGP: 130W/VRAM:8GB/논 옵티머스/
저장장치 M.2(NVMe)/1TB/저장 슬롯: 1개/
네트워크 무선랜: 802.11ax(Wi-Fi 6E)/유선랜: 기가비트/
영상입출력 HDMI 2.1/DP Alt Mode/웹캠(FHD)/
단자 썬더볼트4: 2개(USB-C겸용)/USB-A: 2개/
파워 배터리: 70Wh/어댑터: 230W/전원: DC/
주요제원 두께: 19.9mm/무게: 2.09kg/쿨링팬: 2개/색상: 화이트","2,411,000"
HP 빅터스 16-r0089TX WIN11 32GB램,"노트북/운영체제(OS): 윈도우11(설치)/용도: 게임용, 그래픽작업용/
화면정보 40.9cm(16.1인치)/2560x1440(QHD)/300nit/주사율: 144Hz/
CPU 인텔/코어i7-13세대/i7-13700HX (2.1GHz)/16코어(8P+8E)/
램 DDR5/램 용량: 32GB/4800MHz/램 교체: 가능/
그래픽 외장그래픽/RTX4060/TGP: 120W/VRAM:8GB/MUX 스위치/
저장장치 M.2(NVMe)/512GB/
네트워크 무선랜: 802.11ax(Wi-Fi 6E)/유선랜: 기가비트/
영상입출력 HDMI 2.1/DP Alt Mode/웹캠(FHD)/
단자 USB-C: 1개/USB-A: 3개/
파워 배터리: 70Wh/어댑터: 200W/전원: USB-PD(+DC)/
주요제원 두께: 22.9mm/무게: 2.31kg/쿨링팬: 2개/색상: 화이트","1,553,790"
HP 프로북 465 G11 A3ZZ1PT,"노트북/운영체제(OS): 미포함(프리도스)/용도: 사무/인강용/
화면정보 40.6cm(16인치)/1920x1200(WUXGA)/300nit/
CPU AMD/라이젠7(Zen3+)/7735U (2.7Hz)/옥타(8)코어/
램 DDR5/램 용량: 8GB/4800MHz/램 교체: 가능/
그래픽 내장그래픽/Radeon 680M/12core/
저장장치 M.2(NVMe)/512GB/
네트워크 무선랜: 802.11ax(Wi-Fi 6E)/유선랜: 기가비트/
영상입출력 HDMI 2.1/DP Alt Mode/웹캠/
단자 USB-C: 2개/USB-A: 2개/
파워 배터리: 56Wh/어댑터: 65W/전원: USB-PD/최대13시간/
주요제원 두께: 17mm/무게: 1.748kg/색상: 실버","622,830"
